timestamp,latitude,longitude,altitude,speed,course,hacc
1759427258000,13.654142,-89.280376,968.019,4.770,253.200,10.035
1759427259000,13.654121,-89.280423,967.876,5.840,244.000,10.089
1759427260000,13.654086,-89.280485,968.052,7.460,244.200,10.027
1759427261000,13.654057,-89.280549,968.310,8.250,245.700,9.962
1759427262000,13.654026,-89.280617,968.504,8.090,245.100,9.964
1759427263000,13.653993,-89.280681,968.604,7.810,242.400,9.967
1759427264000,13.653951,-89.280741,968.542,8.380,231.700,9.955
1759427265000,13.653897,-89.280805,968.261,9.000,228.300,9.992
1759427266000,13.653840,-89.280872,968.601,9.740,228.700,9.993
1759427267000,13.653779,-89.280943,968.557,10.380,228.600,10.000
1759427268000,13.653713,-89.281015,968.179,10.620,225.700,9.967
1759427269000,13.653647,-89.281081,968.189,10.150,223.100,9.971
1759427270000,13.653584,-89.281139,968.189,9.300,221.400,9.971
1759427271000,13.653524,-89.281206,966.369,9.070,187.600,9.935
1759427272000,13.653473,-89.281241,965.857,6.600,180.900,9.935
1759427273000,13.653424,-89.281281,965.527,6.230,215.600,9.935
1759427274000,13.653381,-89.281312,965.297,5.780,217.000,3.790
1759427275000,13.653335,-89.281336,965.438,5.210,210.700,3.790
1759427276000,13.653285,-89.281352,964.983,5.110,209.100,3.790
1759427277000,13.653251,-89.281367,964.146,4.850,210.300,3.790
1759427278000,13.653218,-89.281383,964.250,3.880,208.600,3.790
1759427279000,13.653184,-89.281397,963.355,4.100,202.400,3.790
1759427280000,13.653158,-89.281413,963.582,3.730,213.800,3.790
1759427281000,13.653122,-89.281432,962.726,3.810,206.800,3.790
1759427282000,13.653091,-89.281448,962.663,3.480,209.800,3.790
1759427283000,13.653066,-89.281464,962.257,2.630,208.900,3.790
1759427284000,13.653042,-89.281479,962.669,2.760,210.400,3.790
1759427285000,13.653024,-89.281491,962.213,2.130,210.300,3.790
1759427286000,13.653010,-89.281499,962.084,1.740,209.700,3.790
1759427287000,13.653000,-89.281503,961.601,1.320,201.600,3.790
1759427288000,13.652993,-89.281506,961.894,1.020,200.100,3.790
1759427289000,13.652987,-89.281509,962.080,0.880,198.100,3.790
1759427290000,13.652981,-89.281510,962.317,0.620,195.700,3.790
1759427291000,13.652977,-89.281511,962.375,0.540,193.900,3.790
1759427292000,13.652971,-89.281513,962.284,0.660,191.800,3.790
1759427293000,13.652967,-89.281517,962.661,0.670,213.300,3.790
1759427294000,13.652960,-89.281522,962.462,0.940,214.600,3.790
1759427295000,13.652951,-89.281529,962.444,1.380,215.300,3.790
1759427296000,13.652934,-89.281541,962.195,2.170,216.200,3.790
1759427297000,13.652918,-89.281554,961.923,1.970,217.500,3.790
1759427298000,13.652891,-89.281576,962.299,3.420,219.400,3.867
1759427299000,13.652866,-89.281598,962.347,3.140,220.900,4.281
1759427300000,13.652806,-89.281636,962.117,5.020,212.200,3.799
1759427301000,13.652775,-89.281654,961.876,4.190,211.000,3.790
1759427302000,13.652754,-89.281664,961.737,3.200,212.100,3.790
1759427303000,13.652735,-89.281677,961.579,2.660,212.700,3.790
1759427304000,13.652721,-89.281686,961.332,2.170,213.700,3.790
1759427305000,13.652713,-89.281695,961.701,1.910,215.200,3.790
1759427306000,13.652699,-89.281704,962.024,1.920,215.800,3.790
1759427307000,13.652682,-89.281718,962.666,2.450,216.500,3.790
1759427308000,13.652655,-89.281738,962.648,3.730,217.000,3.790
1759427309000,13.652604,-89.281770,963.042,5.680,216.000,3.790
1759427310000,13.652556,-89.281804,964.765,6.100,216.700,3.849
1759427311000,13.652507,-89.281835,964.346,6.160,217.000,4.038
1759427312000,13.652467,-89.281858,965.275,5.060,215.300,3.878
1759427313000,13.652432,-89.281874,965.264,3.640,214.600,3.905
1759427314000,13.652408,-89.281884,963.754,2.860,215.100,3.831
1759427315000,13.652387,-89.281891,963.608,2.670,214.500,3.790
1759427316000,13.652362,-89.281907,963.671,3.370,214.000,3.790
1759427317000,13.652329,-89.281924,963.759,4.170,210.800,3.790
1759427318000,13.652289,-89.281948,964.179,4.560,202.800,3.806
1759427319000,13.652250,-89.281969,964.091,4.870,207.600,4.216
1759427320000,13.652208,-89.281975,964.480,4.690,192.400,3.921
